Epoch: [0][2600/5376], lr: 0.00500	Time 0.496 (0.517)	Data 0.000 (0.001)	Loss 4.8423 (5.0546)	Prec@1 0.000 (1.254)	Prec@5 12.500 (5.882)
Epoch: [0][2620/5376], lr: 0.00500	Time 0.524 (0.517)	Data 0.000 (0.001)	Loss 5.0825 (5.0539)	Prec@1 0.000 (1.261)	Prec@5 6.250 (5.907)
Epoch: [0][2640/5376], lr: 0.00500	Time 0.493 (0.517)	Data 0.000 (0.001)	Loss 4.9793 (5.0533)	Prec@1 0.000 (1.266)	Prec@5 18.750 (5.921)
Epoch: [0][2660/5376], lr: 0.00500	Time 0.498 (0.517)	Data 0.000 (0.001)	Loss 4.8143 (5.0528)	Prec@1 6.250 (1.268)	Prec@5 12.500 (5.919)
Epoch: [0][2680/5376], lr: 0.00500	Time 0.499 (0.517)	Data 0.000 (0.001)	Loss 5.0766 (5.0516)	Prec@1 0.000 (1.273)	Prec@5 0.000 (5.952)
Epoch: [0][2700/5376], lr: 0.00500	Time 0.485 (0.517)	Data 0.000 (0.001)	Loss 4.8890 (5.0508)	Prec@1 0.000 (1.275)	Prec@5 12.500 (5.970)
Epoch: [0][2720/5376], lr: 0.00500	Time 0.496 (0.517)	Data 0.000 (0.001)	Loss 5.0000 (5.0500)	Prec@1 6.250 (1.284)	Prec@5 6.250 (5.988)
Epoch: [0][2740/5376], lr: 0.00500	Time 0.501 (0.517)	Data 0.000 (0.001)	Loss 4.9373 (5.0493)	Prec@1 0.000 (1.291)	Prec@5 0.000 (5.995)
Epoch: [0][2760/5376], lr: 0.00500	Time 0.501 (0.516)	Data 0.000 (0.001)	Loss 5.1460 (5.0484)	Prec@1 0.000 (1.295)	Prec@5 6.250 (6.015)
Epoch: [0][2780/5376], lr: 0.00500	Time 0.506 (0.516)	Data 0.000 (0.001)	Loss 4.8228 (5.0475)	Prec@1 0.000 (1.306)	Prec@5 6.250 (6.043)
Epoch: [0][2800/5376], lr: 0.00500	Time 0.502 (0.516)	Data 0.000 (0.001)	Loss 4.7983 (5.0470)	Prec@1 6.250 (1.312)	Prec@5 18.750 (6.051)
Epoch: [0][2820/5376], lr: 0.00500	Time 0.517 (0.516)	Data 0.000 (0.001)	Loss 5.0304 (5.0460)	Prec@1 6.250 (1.312)	Prec@5 6.250 (6.075)
Epoch: [0][2840/5376], lr: 0.00500	Time 0.515 (0.516)	Data 0.000 (0.001)	Loss 5.0852 (5.0459)	Prec@1 0.000 (1.320)	Prec@5 6.250 (6.094)
Epoch: [0][2860/5376], lr: 0.00500	Time 0.528 (0.516)	Data 0.000 (0.001)	Loss 4.9492 (5.0458)	Prec@1 6.250 (1.322)	Prec@5 12.500 (6.088)
